7

5

35

0 agua sprites/mapa/agua.png 1 1
1 muroclaro sprites/mapa/muro1.png 1 1 
2 areia sprites/mapa/areia.png 1 1
3 grama sprites/mapa/grama.png 1 1 
4 areiab sprites/mapa/are0b.png 1 1
5 areiac sprites/mapa/are0c.png 1 1
6 areiad sprites/mapa/are0d.png 1 1
7 areiae sprites/mapa/are0e.png 1 1
8 arebd sprites/mapa/are1bd.png 1 1
9 arebe sprites/mapa/are1be.png 1 1
10 arecd sprites/mapa/are1cd.png 1 1
11 arece sprites/mapa/are1ce.png 1 1
12 gramab sprites/mapa/grama0b.png 1 1
13 gramac sprites/mapa/grama0c.png 1 1
14 gramad sprites/mapa/grama0d.png 1 1
15 gramae sprites/mapa/grama0e.png 1 1
16 gramabbd sprites/mapa/grama1bd.png 1 1
17 gramabbe sprites/mapa/grama1be.png 1 1
18 gramabcd sprites/mapa/grama1cd.png 1 1
19 gramabce sprites/mapa/grama1ce.png 1 1
20 gramacbd sprites/mapa/grama2bd.png 1 1
21 gramacbe sprites/mapa/grama2be.png 1 1
22 gramaccd sprites/mapa/grama2cd.png 1 1
23 gramacce sprites/mapa/grama2ce.png 1 1
24 areibd sprites/mapa/are2bd.png 1 1
25 areibe sprites/mapa/are2be.png 1 1
26 areicd sprites/mapa/are2cd.png 1 1
27 areice sprites/mapa/are2ce.png 1 1
28 aregrc sprites/mapa/aregrc.png 1 1
29 aregre sprites/mapa/aregre.png 1 1
30 aregrb sprites/mapa/aregrb.png 1 1
31 portal sprites/mapa/portal.png 1 1
32 muroescuro sprites/mapa/muro.png 1 1
33 portal2 sprites/mapa/portal2.png 1 1
34 aregrd sprites/mapa/aregrd.png 1 1




32 24

0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	24	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	25	0	24	4	4	4	4	4	25	0
0	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	0	6	2	2	2	2	2	7	0
0	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	0	6	2	2	31	2	2	7	0
0	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	0	6	2	2	2	2	2	7	0
0	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	0	6	2	2	2	2	2	7	0
0	6	2	2	2	2	2	11	5	5	5	5	5	5	5	5	10	2	2	2	2	2	7	0	6	2	2	2	2	2	7	0
0	6	2	2	2	2	2	7	0	0	0	0	0	0	0	0	6	2	2	2	2	2	7	0	6	2	2	2	2	2	7	0
0	6	2	2	2	2	2	7	0	24	4	4	4	4	4	4	8	2	2	2	2	2	7	0	6	2	2	2	2	2	7	0
0	6	2	2	2	2	2	7	0	6	2	2	2	2	2	2	2	2	2	2	2	2	7	0	6	2	2	2	2	2	7	0
0	6	2	2	2	2	2	7	0	6	2	33	2	2	2	2	2	2	2	2	2	2	7	0	6	2	2	2	2	2	7	0
0	6	2	2	2	2	2	7	0	6	2	2	2	2	2	2	2	2	2	2	2	2	7	0	6	2	2	2	2	2	7	0
0	6	2	2	2	2	2	7	0	6	2	2	2	2	2	2	2	2	2	2	2	2	7	0	6	2	2	2	2	2	7	0
0	6	2	2	2	2	2	7	0	26	5	5	5	5	5	5	5	5	5	5	5	5	27	0	6	2	2	2	2	2	7	0
0	6	2	2	2	2	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	2	2	2	7	0
0	6	2	2	2	2	2	9	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	8	2	2	2	2	2	7	0
0	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	0
0	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	0
0	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	0
0	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	0
0	26	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	27	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																															
																															
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	-1	-1	-1	-2	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-2	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
